caseid,weight_genpop,weight_oversample,applicant2_treat,party_treat,program_treat,turnout20post,PRES_2020_why_1,PRES_2020_why_2,PRES_2020_why_3,PRES_2020_why_4,PRES_2020_why_5,PRES_2020_why_6,PRES_2020_why_7,PRES_2020_why_8,PRES_2020_why_9,PRES_2020_why_10,PRES_2020_why_11,PRES_2020_why_12,PRES_2020_why_13,PRES_2020_why_14,PRES_2020_why_other,presvote20post,presvote20post_t,turnout16,PRES_2016_why_1,PRES_2016_why_2,PRES_2016_why_3,PRES_2016_why_4,PRES_2016_why_5,PRES_2016_why_6,PRES_2016_why_7,PRES_2016_why_8,PRES_2016_why_9,PRES_2016_why_10,PRES_2016_why_11,PRES_2016_why_12,PRES_2016_why_13,PRES_2016_why_14,PRES_2016_why_other,presvote16post,presvote16post_t,AID_app_1,AID_app_2,AID_app_3,AID_app_4,AID_app_5,AID_app_6,AID_app_7,AID_app_8,AID_app_9,AID_app_10,AID_app_11,AID_app_12,AID_app_13,AID_app_14,AID_app_15,AID_app_16,AID_app_17,AID_app_18,AID_benefits_1,AID_benefits_2,AID_benefits_3,AID_benefits_4,AID_benefits_5,AID_benefits_6,AID_benefits_7,AID_benefits_8,AID_benefits_9,AID_benefits_10,AID_benefits_11,AID_benefits_12,AID_benefits_13,AID_benefits_14,AID_benefits_15,AID_benefits_16,AID_benefits_17,AID_benefits_18,COVID,GEOID,GEOFREE,GOV1,PRD1,PRD2,PRD3,PRD4,PRD5,GOV2,SE1,SE2,SE3,SE4,FT_REP,FT_REP_dk_flag,FT_DEM,FT_DEM_dk_flag,FT_WELFARE,FT_WELFARE_dk_flag,FT_AID,FT_AID_dk_flag,FT_BLACK,FT_BLACK_dk_flag,FT_WHITES,FT_WHITES_dk_flag,FT_BUREAU,FT_BUREAU_dk_flag,FT_TRUMP,FT_TRUMP_dk_flag,FT_BIDEN,FT_BIDEN_dk_flag,APP_1_amt_1,APP_2_amt_1,STATE_amt_1,FT_PROG_1,FT_PROG_1_dk_flag,PARTICIPATE_PROG,VOTE_GOV,REELECT_GOV,birthyr,gender,race,educ,marstat,employ,faminc_new,household_size,lowinc,lowinc_borderline,child18,pid3,pid7,inputstate,inputzip,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1775547099,NA,0.559666956426723,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I DID VOTE,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,Countryside,2,6,6,3,6,6,3,3,3,3,3,1,0,84,0,86,0,83,0,88,0,59,0,51,0,1,0,85,0,800,700,0,61,0,4,1,3,1964,2,1,2,3,6,1,1,1,NA,2,1,1,47,38452,5,1,2,1,1,6,1,2,3,2022-04-08T17:34:54Z,2022-04-08T17:51:05Z
1776634629,1.15619337056966,NA,7,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,i like being close to facilities and needs and enjoy people watching a lot.,3,4,2,3,4,2,2,2,4,4,4,5,0,41,0,51,0,50,0,51,0,50,0,51,0,1,0,27,0,750,750,0,51,0,1,2,1,1988,1,1,3,5,4,5,1,2,NA,2,3,4,48,77382,1,1,3,1,9,6,2,4,7,2022-04-08T17:44:37Z,2022-04-08T17:51:28Z
1776138843,NA,0.869080070114276,7,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,__NA__,6,__NA__,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,__NA__,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,4,1,small town,2,3,3,3,3,4,3,3,4,3,3,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,1,0,NA,1,750,750,0,NA,1,3,4,5,1951,2,1,2,4,5,2,1,1,NA,2,3,4,29,64643,5,2,6,4,12,2,1,1,5,2022-04-08T17:34:17Z,2022-04-08T17:52:14Z
1776634543,0.906861435163351,NA,3,2,4,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,__NA__,6,__NA__,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,__NA__,7,__NA__,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,Farmland,1,4,4,5,2,3,1,2,4,3,4,48,0,50,0,52,0,51,0,49,0,49,0,52,0,69,0,2,0,750,750,0,26,0,4,6,6,1994,2,1,3,1,8,4,3,1,NA,1,1,2,5,72601,4,2,3,2,1,5,2,2,3,2022-04-08T17:43:53Z,2022-04-08T17:52:16Z
1776635623,NA,0.969006593021675,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,None,7,__NA__,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,Location i.e. living near a major city,2,1,1,1,2,3,2,2,2,2,3,NA,1,NA,1,52,0,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,856,644,0,NA,1,2,3,2,1977,1,1,4,5,6,1,1,1,NA,2,1,1,24,20902,3,1,3,2,9,6,2,4,7,2022-04-08T17:50:31Z,2022-04-08T17:55:51Z
1776634519,0.97047028727088,NA,5,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,"outside Minneapolis, family home in a neighborhood. Parks and nature nearby.",4,6,1,1,6,5,5,2,3,3,3,30,0,80,0,51,0,51,0,99,0,98,0,50,0,5,0,75,0,700,700,100,33,0,3,3,5,1968,1,1,4,1,1,10,2,2,NA,2,1,1,27,55437,3,1,2,1,12,5,2,2,2,2022-04-08T17:43:43Z,2022-04-08T17:56:25Z
1776584989,0.403654795725523,NA,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,5,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I DID VOTE,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,4,2,,3,6,2,2,6,6,6,1,3,1,2,81,0,3,0,56,0,70,0,81,0,49,0,6,0,76,0,9,0,900,600,0,51,0,1,1,3,1946,1,2,3,1,5,97,2,3,NA,2,3,6,37,27545,3,1,3,2,11,4,2,2,1,2022-04-08T17:30:51Z,2022-04-08T17:57:16Z
1776622233,0.770575447099329,NA,7,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,__NA__,6,__NA__,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,__NA__,7,__NA__,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,Living in the city,5,5,3,3,5,4,4,3,4,3,3,85,0,48,0,65,0,87,0,95,0,94,0,62,0,62,0,38,0,500,500,500,10,0,4,4,4,1980,1,1,4,1,1,9,3,2,NA,1,3,4,53,98501,1,2,3,2,1,5,1,2,5,2022-04-08T17:19:29Z,2022-04-08T17:57:42Z
1776634263,1.03545370852633,NA,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,Close to shopping and other activities also within a reasonable distance from a larger of major city,4,5,3,3,5,5,4,3,4,4,4,18,0,62,0,53,0,53,0,75,0,67,0,45,0,1,0,65,0,749,618,133,59,0,3,3,3,1977,2,1,3,1,8,12,3,2,NA,2,1,2,21,41091,3,1,3,3,11,6,2,4,6,2022-04-08T17:41:13Z,2022-04-08T17:59:08Z
1776585095,NA,2.46892495608311,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,Living on outskirts of city,3,4,5,5,6,5,3,2,2,3,3,1,0,88,0,62,0,51,0,71,0,11,0,1,0,1,0,80,0,646,794,60,44,0,5,4,4,1949,2,2,2,4,5,3,1,1,1,2,3,3,42,15010,3,1,3,3,1,6,2,2,3,2022-04-08T17:54:04Z,2022-04-08T18:01:06Z
1776139193,0.662710026398597,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,No traffic,2,4,4,3,4,4,4,3,3,3,3,7,0,90,0,72,0,71,0,91,0,71,0,81,0,4,0,92,0,748,752,0,51,0,3,3,3,1957,1,1,4,1,6,10,3,2,NA,1,1,1,48,79366,5,1,3,1,1,6,1,4,6,2022-04-08T17:46:57Z,2022-04-08T18:01:38Z
1776633089,NA,1.08103019218039,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,I live in a quiet neighborhood.,3,6,2,2,5,5,3,2,3,2,2,51,0,74,0,51,0,29,0,72,0,97,0,24,0,5,0,84,0,700,700,100,79,0,1,1,1,1941,2,1,2,1,5,3,2,1,NA,2,1,2,42,16506,3,1,3,2,2,2,2,1,1,2022-04-08T17:38:58Z,2022-04-08T18:04:54Z
1776129283,NA,0.992563485745733,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,__NA__,6,__NA__,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,__NA__,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,That I live in a neighborhood close to a big city,5,5,3,3,5,5,5,2,4,3,4,59,0,48,0,64,0,67,0,68,0,68,0,50,0,9,0,71,0,500,700,300,68,0,2,4,3,1973,2,7,6,1,2,1,2,1,NA,1,2,6,48,77083,3,1,4,4,2,5,2,2,1,2022-04-08T17:53:04Z,2022-04-08T18:05:05Z
1774201723,0.735144395895535,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,4,2,I live between the city and the country.,2,6,3,1,3,4,6,1,2,5,3,52,0,98,0,29,0,78,0,95,0,76,0,4,0,5,0,93,0,600,600,300,98,0,1,4,4,1961,1,3,5,1,6,4,2,1,1,2,1,1,24,21742,1,1,3,1,2,3,1,1,3,2022-04-08T17:37:38Z,2022-04-08T18:07:04Z
1776226607,1.5489501386848,NA,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,4,2,Live in a small town with very nice people of all races and the living conditions are great middle class.,1,6,6,3,4,5,1,3,3,3,3,1,0,90,0,100,0,98,0,99,0,25,0,1,0,1,0,96,0,750,750,0,100,0,2,1,1,1953,2,2,2,5,5,3,1,1,1,2,1,1,34,8066,3,1,2,1,12,4,2,1,2,2022-04-08T17:55:09Z,2022-04-08T18:08:48Z
1776585355,NA,0.311675426337158,7,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,Outside urban,5,6,3,2,5,5,1,1,1,1,2,45,0,1,0,21,0,71,0,81,0,100,0,3,0,100,0,1,0,300,300,900,13,0,6,6,5,1958,1,1,3,1,4,3,4,1,NA,2,2,7,48,79106,2,1,5,1,1,2,1,1,1,2022-04-08T17:53:24Z,2022-04-08T18:09:13Z
1776635611,0.837146034033857,NA,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,City,2,5,3,3,5,6,4,2,4,2,2,65,0,42,0,44,0,56,0,65,0,65,0,68,0,53,0,48,0,750,750,0,28,0,3,1,3,1975,2,7,5,3,1,97,6,3,NA,2,3,5,48,76201,2,1,3,2,1,1,1,1,1,2022-04-08T17:50:25Z,2022-04-08T18:09:48Z
1776645131,NA,1.08949094373377,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,__NA__,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,Living in a major city (Philadelphia) with a dense neighborhood,3,5,2,2,2,4,2,4,4,3,4,2,0,79,0,100,0,100,0,100,0,50,0,51,0,1,0,60,0,750,750,0,90,0,1,1,1,1999,1,1,5,5,1,4,3,1,NA,2,1,1,42,19144,1,1,1,1,9,5,2,4,7,2022-04-08T18:01:23Z,2022-04-08T18:10:25Z
1776562347,1.47505307972746,NA,7,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,CLOSE TO THE CITY AND MORE TAXS,1,3,6,4,6,6,2,3,2,1,2,4,0,52,0,52,0,50,0,91,0,52,0,9,0,3,0,97,0,750,622,128,50,0,6,3,3,1950,1,2,4,1,5,97,2,3,NA,2,3,4,45,29212,3,1,3,1,1,1,1,1,2,2022-04-08T17:50:38Z,2022-04-08T18:11:16Z
1776585247,NA,3.10438675332611,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,__NA__,6,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,__NA__,7,__NA__,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,3,LIVING IN THE CITY,6,6,3,2,6,6,5,1,3,1,2,7,0,96,0,96,0,100,0,94,0,100,0,30,0,13,0,81,0,900,600,0,94,0,1,3,3,1957,1,1,2,5,6,3,1,1,1,2,3,4,29,64127,1,1,4,1,11,6,2,2,6,2022-04-08T17:31:25Z,2022-04-08T18:11:34Z
1776645053,NA,1.08400985131948,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,I prefer grass to concrete. Less billboards and emergency sirens. Large open spaces with room to breathe are right up my alley.,3,3,3,4,3,4,3,2,3,3,2,46,0,62,0,54,0,51,0,52,0,52,0,27,0,3,0,62,0,753,747,0,78,0,1,2,3,1979,2,1,3,3,9,2,3,1,NA,2,3,4,29,63044,3,1,3,3,9,6,2,4,7,2022-04-08T18:00:47Z,2022-04-08T18:11:44Z
1776138849,NA,0.882938195097399,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,__NA__,6,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,Away from big towns,1,6,4,4,6,5,1,3,6,3,5,100,0,2,0,51,0,7,0,48,0,100,0,1,0,100,0,4,0,359,824,317,5,0,6,6,6,1953,1,1,2,1,6,4,3,1,NA,2,2,7,48,75158,5,1,4,2,1,5,1,1,1,2022-04-08T17:59:42Z,2022-04-08T18:12:45Z
1776232975,NA,3.54315166515338,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I did vote,7,__NA__,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,Too much traffic.Too many people.,3,4,4,3,4,3,3,3,4,3,3,80,0,11,0,54,0,53,0,31,0,90,0,22,0,88,0,2,0,747,753,0,67,0,1,3,4,1965,1,1,2,3,5,1,1,1,NA,2,2,6,12,32119,2,1,4,2,11,6,2,4,7,2022-04-08T18:01:51Z,2022-04-08T18:12:49Z
1776585667,1.21691177280279,NA,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,Not much,3,4,5,4,6,3,1,2,4,4,3,75,0,4,0,40,0,40,0,50,0,50,0,1,0,90,0,1,0,0,0,1500,5,0,6,1,6,1981,1,1,3,5,4,9,4,2,NA,2,2,7,17,60074,3,1,5,1,2,5,2,3,3,2022-04-08T18:04:05Z,2022-04-08T18:13:37Z
1776586067,0.485398408893929,NA,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,__NA__,6,__NA__,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,__NA__,7,__NA__,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Very crowded city,3,3,1,1,3,2,3,3,NA,3,3,65,0,73,0,47,0,76,0,60,0,62,0,75,0,68,0,67,0,0,810,690,80,0,3,3,2,1970,2,3,4,5,4,9,1,2,NA,2,3,4,32,89113,3,1,3,1,11,6,2,4,7,2022-04-08T18:07:37Z,2022-04-08T18:14:13Z
1776645005,NA,0.407228411889768,7,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,Small town everybody knows everyone,3,4,2,3,4,3,4,3,2,4,4,2,0,77,0,29,0,30,0,79,0,76,0,28,0,98,0,NA,0,500,500,500,NA,1,2,3,6,1974,2,1,3,1,6,3,3,1,NA,1,2,7,51,24244,4,1,4,2,1,4,1,1,1,2022-04-08T18:00:22Z,2022-04-08T18:14:15Z
1776219337,NA,0.869080070114276,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,__NA__,6,__NA__,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,__NA__,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,Being in the country or away from town,1,4,6,6,6,3,3,2,6,3,3,2,0,82,0,70,0,50,0,62,0,80,0,2,0,2,0,100,0,750,750,0,100,0,6,6,6,1952,2,1,2,3,5,2,1,1,NA,2,3,4,18,46750,5,2,3,1,1,6,1,1,5,2022-04-08T17:47:40Z,2022-04-08T18:14:15Z
1776152483,NA,0.371285410017608,6,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,__NA__,7,__NA__,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,Living in a neighborhood we're there are decent homes but not directly in the city,4,5,3,3,4,5,1,2,3,3,2,4,0,94,0,55,0,44,0,27,0,73,0,8,0,10,0,90,0,600,900,0,51,0,2,3,3,1965,1,1,4,1,5,4,3,1,NA,2,1,1,6,92407,3,1,1,4,11,3,2,2,3,2022-04-08T18:03:36Z,2022-04-08T18:15:42Z
1776646457,NA,0.785545000077758,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,I prefer wide open spaces to crowded places.,3,4,3,3,5,4,2,3,3,5,3,1,0,90,0,80,0,89,0,100,0,71,0,10,0,1,0,90,0,898,602,0,1,0,2,6,6,1955,1,1,2,5,5,2,1,1,NA,2,1,1,55,54829,2,1,1,1,9,6,2,4,7,2022-04-08T18:04:36Z,2022-04-08T18:16:20Z
1776590303,NA,0.407228411889768,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Who said I didn't vote? I did! You people are doing fraudulent polls,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,Living in a rural area doing what people do in rural areas.,3,4,3,3,1,2,3,1,2,2,1,1,0,98,0,98,0,100,0,100,0,19,0,51,0,1,0,100,0,750,750,0,52,0,1,1,1,1968,2,1,3,5,4,4,6,1,NA,1,1,1,22,71203,4,1,2,2,11,6,2,3,1,2022-04-08T17:48:49Z,2022-04-08T18:16:27Z
1776166395,NA,0.311675426337158,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,4,__NA__,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,4,1,A good person,2,5,5,3,6,5,5,2,2,3,2,5,0,80,0,84,0,91,0,88,0,80,0,39,0,5,0,93,0,732,745,23,87,0,1,1,4,1962,1,1,3,1,6,2,2,1,NA,2,3,4,5,72473,5,1,2,1,12,5,2,1,2,2022-04-08T18:05:47Z,2022-04-08T18:17:05Z
1776646865,NA,0.541761572692814,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,__NA__,7,__NA__,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,Living near houses more than large office buildings,3,2,6,6,3,3,5,2,2,1,1,3,0,62,0,83,0,83,0,86,0,20,0,1,0,1,0,88,0,750,750,0,90,0,1,1,1,1998,2,6,3,6,1,4,2,1,1,2,1,1,51,23703,2,1,1,1,11,6,2,4,7,2022-04-08T18:08:58Z,2022-04-08T18:17:37Z
1776646561,NA,0.407228411889768,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,Less crowded area,4,5,3,3,5,5,4,2,3,2,3,50,0,55,0,50,0,51,0,50,0,50,0,50,0,1,0,90,0,900,600,0,57,0,2,3,3,1970,2,1,3,1,1,5,6,1,NA,1,1,2,37,28673,4,1,3,3,11,6,2,3,6,2022-04-08T18:05:50Z,2022-04-08T18:24:06Z
1776646609,0.5923493502938,NA,6,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,__NA__,6,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,__NA__,7,__NA__,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,I am not sure,1,6,2,2,5,5,4,3,3,5,4,52,0,52,0,43,0,55,0,49,0,80,0,51,0,73,0,26,0,710,770,20,48,0,5,5,5,1983,2,1,2,3,6,4,5,1,NA,2,3,4,1,35906,4,2,6,3,10,5,2,2,3,2022-04-08T18:06:21Z,2022-04-08T18:25:07Z
